id,username,email,phone,address,cpf
3,newuser234,newuser213@example.com,12345678901,"123 Main St, City, Country",123.456.789-00
5,newuser2345,newuser2135@example.com,12345678901,"123 Main St, City, Country",123.456.789-00
30,newuser3233,newuser2333@example.com,7133333992997191,"123 Main St, City, Country",123.456.789-00
168,nicoleandrade,kdas-neves@example.org,+55 11 6046 9792,"Largo Enzo Gabriel Azevedo, 979
Barro Preto
84617-729 Siqueira / AC",742.358.069-47
71,nina32,luna19@example.com,81 5853 9498,"Favela Gael Silveira, 91
Vila Pinho
70557683 Barros de Aragão / CE",870.491.623-96
262,noah06,goncalvesmirella@example.com,+55 (081) 3977 5784,"R - e - s - i - d - e - n - c - i - a - l -   - d - e -   - C - a - m - a - r - g - o - , -   - 2 - 9 - 
 - C - o - n - j - u - n - t - o -   - T - a - q - u - a - r - i - l - 
 - 6 - 3 - 4 - 2 - 7 - - - 3 - 8 - 2 -   - d - a -   - M - a - t - a -   - d - a -   - S - e - r - r - a -   - / -   - P - R",173.246.859-19
64,noahramos,da-luzlais@example.org,0500 399 9457,"Sítio Eduarda Sousa, 56
Vila Aeroporto
43818686 Pires de Rocha / MG",714.829.603-03
197,noliveira,ugomes@example.org,+55 11 5422-3289,"Favela Casa Grande, 24 - Dom Bosco - 17704-512 Almeida de Fernandes / RR",841.793.250-04
34,novaesthales,montenegromiguel@example.net,+55 (061) 4509 1018,"Chácara de Mendes, 95
Vila Nova Cachoeirinha 3ª Seção
22247529 Guerra / GO",319.806.754-57
258,novaisclarice,oaparecida@example.com,(084) 2781-0982,"Trevo de da Rocha, 3 - Beija Flor - 12265-838 Pimenta / RO",563.124.790-99
118,nuneshenrique,rodriguesmarcela@example.org,(051) 9681 3934,"Viela Maria Luiza Rezende, Câmara dos Dourados, Congo-Brazzaville",536.187.094-39
202,oda-mata,maria61@example.com,+55 (021) 2952-5966,"Distrito de da Luz
Vila Bandeirantes
28358-445 Alves de Minas / BA",180.437.265-07
137,oliveiramaria-isis,jbrito@example.com,0500-228-1716,Via Matteo Borges - Carmo - 71861-038 Santos / RN,358.179.402-05
98,osa,cauacavalcanti@example.net,0900-697-3333,"Rua das Neves, 45
Boa Vista
52702-774 Freitas da Praia / ES",398.671.245-37
136,osiqueira,allanaalmeida@example.com,+55 (011) 0955 0636,"Praça de Oliveira, 872 - Vila Independencia 3ª Seção - 84868037 Correia do Amparo / PA",583.926.107-68
45,otavio23,krios@example.com,+55 (041) 3448 2798,"Lagoa de Albuquerque, 25
Vila Madre Gertrudes 4ª Seção
73912-272 Rocha / BA",721.904.368-69
113,otaviobarros,melissa79@example.com,(081) 0829-4857,"Campo Marcela Souza, 83
Novo Glória
16902-449 Souza / PI",10836945298
242,otto17,dda-cunha@yahoo.com.br,(081) 8821 201,"Loteamento de Mendes
Horto Florestal
98646-396 Novaes / MT",380.596.427-74
106,oão,joo@gmail.com,71982050825,"123 Main St, city, Country",03576300802
8,peixotogael-henrique,calebegarcia@example.com,81 8558 4458,"Setor de Porto, 26
Vila Real 1ª Seção
31660951 Cirino de Silveira / ES",784.901.235-60
148,pereirabeatriz,da-rosaagatha@example.org,+55 21 1775-7110,Vale Danilo Peixoto - Jaraguá - 17726-395 da Cunha da Serra / PR,489.071.523-14
80,pereiraliz,fabreu@example.org,+55 (021) 3028-2516,"Trevo de Caldeira, 39
Maria Tereza
00228589 Ramos / BA",831.697.405-39
83,pguerra,trodrigues@example.net,0900-646-2096,"Praça de Albuquerque, 79
Senhor Dos Passos
47214883 Marques / RS",235.806.749-00
233,qgarcia,cavalcantiyan@example.com,41 8571-1076,"Rodovia Levi Novais, 6 - Vila Independencia 1ª Seção - 82296705 Nogueira de Lima / PI",804.671.239-69
254,rafaela11,emillyda-paz@example.net,+55 61 4066-7578,"Conjunto de Sousa, 440
Funcionários
33076224 Rezende de Minas / CE",520.736.498-74
169,ramoscaleb,santossofia@bol.com.br,+55 (071) 5584,"Área Souza, 735
Vila Madre Gertrudes 3ª Seção
80784-066 Azevedo / SE",438.916.075-39
248,ramosmariane,sabrinaaragao@hotmail.com,0900-673-3775,"Jardim de Sampaio, 2
Mariano De Abreu
47242-143 Mendonça da Praia / PI",659.738.012-68
221,raulcostela,raelgomes@example.com,31 4992-2910,"Feira de Rios, 6
Vila Paquetá
38717407 Lima / RR",368.179.425-19
231,ravy25,pintobenjamin@example.com,(011) 6478 7472,Sítio Ana Luiza Oliveira - Varzea Da Palma - 11899-699 Rios / MT,423.601.857-80
42,rda-mata,fcassiano@example.org,+55 (051) 0119-9680,"Jardim de da Conceição, 99
Conjunto Minas Caixa
92995315 Vasconcelos de Barros / MT",947.861.253-00
58,rda-rosa,barbarabrito@example.org,71 6534-8263,"Residencial Freitas, 167
Nova Esperança
84242-659 Almeida da Praia / MA",538.426.791-73
39,rebeca92,silvaemanuelly@example.org,+55 (021) 7901 8919,"Avenida de Souza, 70
Marmiteiros
65010-022 da Rosa / DF",893.014.276-13
163,renanalves,tcavalcanti@example.org,+55 (50) 97530 4143,"Campo Isabella Cavalcanti, 92
Monte Azul
63325851 Guerra / SP",580.246.139-05
122,ribeirolara,novousuario@example.com,84 5713-2152,Araújo das Flores,890.724.365-47
184,rjesus,vicentemontenegro@uol.com.br,+55 (084) 2948,"Colônia Isabella Guerra, 22
Chácara Leonina
82243793 Fogaça de Barbosa / DF",375.960.182-03
229,rochaian,silvamaria-helena@bol.com.br,+55 (084) 8424,"Rua Felipe Albuquerque, 8
Novo Glória
91686-946 Novaes Paulista / PE",067.481.293-03
9,rodrigo25,limamaite@bol.com.br,21 6475 1724,"Feira de Vieira
Cdi Jatoba
76880-683 Rios / AL",813.057.946-48
99,rodriguesjulia,andradesabrina@example.net,+55 31 7227-8542,"Avenida da Costa
Vila São João Batista
87392-185 Montenegro / ES",795.810.324-79
44,ryanfarias,benjamin26@example.net,0800 134 6817,"Conjunto de Pires, 9
Estrela Do Oriente
60593-379 Sales dos Dourados / MT",869.013.472-78
226,sabrinamendonca,theo35@example.net,(071) 5210-2898,"Jardim Lucas Gabriel Peixoto, 25 - Flavio De Oliveira - 30705-171 Melo Grande / SP",084.972.356-65
235,saemanuelly,ebarros@gmail.com,0900 755 7732,"Feira Pimenta, 42
Vila Minaslandia
33410-106 Nascimento de Minas / ES",807.639.415-57
63,samuelcorreia,das-nevespedro@example.net,61 1226 3348,"Feira Fernandes, 506
Vila Ouro Minas
54646-130 Freitas da Praia / CE",519.704.832-88
156,santosfrancisco,rsousa@example.org,(011) 6710 4335,"Vale de Farias, 53 - Savassi - 45588-408 Câmara da Mata / SP",987.054.126-76
179,sarabarbosa,ramosalicia@bol.com.br,+55 (021) 9891,"Pátio Renan Santos
Esperança
47495-536 Andrade / AC",274.389.051-79
211,sophia28,bborges@example.com,+55 (031) 4081-1958,"Lagoa Júlia Vasconcelos, 4
Santa Cecilia
35142024 Macedo do Campo / PA",402.718.396-78
47,sophiecardoso,caue28@example.net,+55 51 8107 2515,"Setor Yuri das Neves, 21
Dom Joaquim
53252-726 Aragão / PA",538.074.269-65
96,speixoto,yan24@example.net,+55 (051) 5449 3657,"Distrito Rocha, 13
Aguas Claras
86996-007 Mendes / CE",140.862.395-15
175,steixeira,maria-fernanda08@bol.com.br,(061) 2074 350,"Vila de Correia, 24
Floresta
90020676 Costela / RR",072.846.935-92
253,stella04,benjamin83@bol.com.br,81 7333-1862,"Distrito Vitória Marques
Guaratã
18430-868 Macedo do Campo / SP",063.927.418-87
108,taiana,taiana@gmail.com,71982050825,"123 Main St, city, Country",03576300802
164,taraujo,da-cunhamaria-cecilia@example.org,+55 04 92957-8535,"Setor Ana Porto, 44
Vila Nova
80968055 Vieira do Norte / CE",642.985.307-10
239,tcasa-grande,pastoraugusto@hotmail.com,61 2096-9663,"Recanto Vasconcelos, 6
Boa União 2ª Seção
99507-288 Carvalho / AC",971.845.360-10
82,theo29,mariasampaio@example.com,+55 31 8214 6294,"Recanto da Mata, 6
Granja Werneck
95196324 Cirino da Serra / RN",587.209.463-92
89,theocosta,nunesdavi-luiz@example.com,41 2694 4476,"Colônia Aurora Rodrigues, 494
Aarão Reis
63526-230 Martins de Santos / CE",683.419.025-24
241,theorezende,da-conceicaoleonardo@gmail.com,(081) 7064-337,"Passarela de da Paz, 617
Serra Do Curral
55791385 da Luz da Praia / DF",926.475.810-02
109,tibreu,tibreu@gmail.com,71982050825,"123 Main St, city, Country",03576300802
180,tleao,thalesoliveira@gmail.com,(041) 5060 581,"Vereda de Pires, 44
Vila Antena
29937364 Abreu de Vasconcelos / RJ",145.062.398-06
244,uabreu,fariaslevi@example.net,(011) 3468-6740,"Viela Vinicius Guerra, 9 - Vila Santo Antônio - 10981-731 Barros / ES",984.270.156-58
2,userteste,teste@teste.com,12345678901,"123 Main St, City, Country",003.456.789-00
49,vcastro,larissada-cruz@example.net,0800 730 5797,"Estrada Sarah Câmara, 88
Marieta 3ª Seção
18412147 Sampaio de Montenegro / AM",498.631.052-60
29,vcavalcanti,melobella@example.net,7182311333,"Lago de Porto, 275
São Pedro
27201-476 Pires / AP",814.750.392-04
218,vicenterezende,andre66@example.com,(084) 4323 0219,"Favela Milena Araújo, 94
Aparecida 7ª Seção
22270515 Fogaça de Pinto / MT",891.674.520-94
155,viniciuscasa-grande,sarada-cruz@example.com,+55 11 5118-2469,"Praça Enzo Gabriel Marques, 92 - Centro - 30742000 Azevedo / MA",316.402.958-60
90,vitoria46,fbarbosa@example.net,+55 (021) 0334-8708,"Condomínio de Moraes, 72
Urca
21495-211 da Cunha / MA",986.124.053-51
203,wgomes,fonsecabreno@example.org,(011) 1462 7358,"Passarela Macedo, 986
Vila Maria
18637-501 Dias do Norte / RS",310.796.248-13
228,wnogueira,otto62@example.org,+55 (061) 4808 4843,"Núcleo Larissa Macedo, 98 - Gutierrez - 13918-637 Aragão do Campo / ES",470.862.359-38
129,yago21,lorenzobrito@example.org,41 8622 8228,"Fazenda de Sales, 677
Vila Madre Gertrudes 1ª Seção
76625476 Araújo de Abreu / SE",64925301799
247,yaragao,pda-cruz@hotmail.com,11 2823 7978,"Trecho da Cruz, 499
Floresta
01335046 Moraes / PR",248.561.370-26
187,yda-mata,maria-sophiaguerra@hotmail.com,+55 81 1377 47,"Campo Carvalho, 12
Vila Atila De Paiva
94047400 da Cunha / TO",785.210.643-90
93,ygomes,rael84@example.org,0500-257-7388,"Morro Ravi Silva, 894
Cinquentenário
06342-138 Pastor Alegre / RR",816.097.542-20
240,zoe56,melissa52@example.org,(081) 7339-7394,"Favela Peixoto, 52 - Pindura Saia - 92647689 Leão de das Neves / PA",780.265.431-90
171,zoefernandes,hrocha@uol.com.br,21 1436 7693,"Parque Guilherme Jesus, 98
Vila Mangueiras
76349-328 Vargas de das Neves / CE",950.324.781-05
183,zoegarcia,rafaelrocha@uol.com.br,(061) 4110 000,"Fazenda de Silva, 16
Sion
42147-377 da Paz do Sul / AL",217.089.356-30
